Área Geográfica,,Estadística de defunciones generales,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
,,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión
Clave,Nombre,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
15037,Huixquilucan,34,30,30,30,22,17,8,26,21,22,23,15,27,24,22,36,17,52,23,27,37,42,32,44
15038,Isidro Fabela,4,1,7,,,1,,,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,
15039,Ixtapaluca,89,83,84,43,56,24,35,77,65,46,45,43,44,37,36,32,34,43,19,44,42,45,29,45
15040,Ixtapan de la Sal,5,7,6,12,5,4,3,10,7,8,8,6,4,2,11,8,6,6,8,6,8,12,8,16
15041,Ixtapan del Oro,2,,4,2,1,1,,,,,,1,2,2,1,2,1,1,1,1,4,3,6,1
15042,Ixtlahuaca,16,9,9,8,11,8,8,10,12,6,7,13,16,19,19,27,37,40,19,47,34,28,32,37
15043,Xalatlaco,5,4,1,8,3,3,2,3,2,1,4,2,3,2,1,2,6,2,2,7,4,4,3,2
15044,Jaltenco,2,3,3,3,3,2,,2,3,2,2,2,3,1,6,1,,9,3,4,2,,2,
15045,Jilotepec,15,6,9,7,8,9,6,7,11,10,7,11,13,14,6,16,16,20,16,6,14,12,14,17
15046,Jilotzingo,4,2,6,4,1,1,2,1,2,,2,4,5,3,3,3,2,5,4,4,4,6,5,2
15047,Jiquipilco,11,9,2,7,7,5,5,8,10,6,8,11,9,7,15,9,19,24,15,18,20,13,16,12
15048,Jocotitlán,2,4,1,7,3,7,3,3,6,3,7,5,6,4,2,4,8,11,9,17,23,17,17,12
15049,Joquicingo,2,,,1,4,,,,7,,,1,,2,2,2,1,2,3,4,2,4,3,1
15050,Juchitepec,3,5,4,3,,2,,,2,,1,2,3,,2,3,2,2,3,2,3,2,5,5
15051,Lerma,8,12,9,8,4,11,7,11,12,14,15,11,8,15,25,19,18,20,21,22,23,22,18,19
15052,Malinalco,4,7,7,6,4,4,2,6,,4,3,1,1,6,4,1,4,7,5,8,10,6,4,5
15053,Melchor Ocampo,11,6,9,8,12,10,1,3,7,6,5,8,9,2,4,8,6,8,5,8,7,6,10,14
15054,Metepec,15,12,14,20,23,13,19,27,26,22,18,22,20,27,35,37,31,28,34,39,46,45,39,44
15055,Mexicaltzingo,,,,1,,,,,,2,,1,1,1,1,1,4,1,,5,7,1,3,2
15056,Morelos,1,1,,2,2,1,5,2,1,4,,1,5,4,7,5,3,8,2,5,10,5,5,5
15057,Naucalpan de Juárez,183,182,158,108,92,73,64,104,122,131,113,128,160,135,157,179,222,247,278,305,281,320,304,316
15058,Nezahualcóyotl,259,250,242,227,154,141,116,126,149,143,191,184,212,212,217,224,241,261,257,298,357,343,418,393
15059,Nextlalpan,5,6,4,2,6,3,2,4,2,1,4,,3,5,3,2,4,1,1,4,2,,2,1
15060,Nicolás Romero,59,63,55,46,28,27,21,50,53,42,43,51,43,37,42,57,61,61,61,43,65,75,63,44
15061,Nopaltepec,1,1,3,,2,2,,2,,2,2,,2,1,1,4,,1,3,2,2,,1,
15062,Ocoyoacac,6,,6,3,5,2,2,8,10,7,4,8,5,10,14,13,8,10,3,5,12,8,15,12
15063,Ocuilan,11,11,6,9,5,1,4,,10,2,5,1,2,5,10,2,5,9,4,12,7,6,8,9
15064,El Oro,2,4,5,,3,3,,3,2,1,1,,5,4,4,1,4,4,5,7,2,9,3,6
15065,Otumba,12,4,5,3,10,9,9,,11,,4,5,6,8,3,4,3,7,9,10,10,7,6,5
15066,Otzoloapan,2,3,,1,,,,1,1,2,,1,3,1,2,,4,4,4,1,8,1,7,9
15067,Otzolotepec,2,8,8,4,4,1,9,8,10,5,8,4,11,14,7,12,11,7,9,10,9,9,9,6
15068,Ozumba,5,2,,2,3,,1,1,3,1,6,2,5,5,2,2,1,5,4,3,9,5,7,7
15069,Papalotla,2,,,,1,,,,2,1,,,,,,,,,,,,1,,
15070,La Paz,56,52,39,38,26,14,24,31,32,31,32,31,26,30,32,42,55,37,43,33,46,36,41,55
15071,Polotitlán,1,2,2,3,,,2,1,1,1,1,1,1,3,2,4,2,1,4,1,4,2,1,1
15072,Rayón,,,,,1,3,,2,3,1,3,1,,1,3,2,1,2,,2,,,,
15073,San Antonio la Isla,5,3,1,2,2,1,1,1,1,2,,,,1,2,3,,1,4,3,,,1,1
15074,San Felipe del Progreso,13,10,5,13,11,8,6,7,11,9,7,19,18,13,26,30,27,28,28,48,31,30,67,42
15075,San Martín de las Pirámides,2,3,4,2,3,7,3,6,,4,2,1,3,5,3,4,,4,6,4,3,1,5,
15076,San Mateo Atenco,8,6,5,5,7,8,5,6,10,9,11,6,5,8,15,7,17,9,6,18,10,10,15,9
15077,San Simón de Guerrero,7,4,,,1,,2,1,5,1,1,,1,,,2,1,2,3,,3,1,1,3
15078,Santo Tomás,6,6,5,1,1,2,1,1,1,,1,1,2,1,2,,2,7,6,2,3,1,2,2
15079,Soyaniquilpan de Juárez,,3,1,2,1,,1,1,2,,,2,1,2,1,1,,4,6,2,3,,,
15080,Sultepec,4,4,4,14,5,3,7,1,2,4,6,6,4,5,4,8,12,4,14,16,10,11,16,18
15081,Tecámac,109,94,64,73,46,28,16,29,26,26,21,20,34,44,27,25,33,27,29,37,43,38,39,28
15082,Tejupilco,31,27,22,17,17,22,21,20,13,5,16,23,29,29,32,49,42,61,66,57,63,68,54,45
15083,Temamatla,2,3,3,3,,2,1,,3,1,,3,3,,2,1,1,,1,2,1,4,2,2
15084,Temascalapa,2,5,5,2,1,5,,5,9,2,4,1,3,2,5,4,3,3,6,5,6,3,1,3
15085,Temascalcingo,4,4,6,4,7,2,5,1,5,5,1,4,6,7,4,5,6,7,10,10,10,6,17,17
15086,Temascaltepec,19,5,3,4,7,4,2,12,7,9,2,13,5,8,7,21,9,12,12,27,13,18,21,27
15087,Temoaya,13,4,3,7,8,11,6,11,14,11,5,7,7,10,6,13,8,13,7,13,21,16,18,16
15088,Tenancingo,19,18,12,6,17,11,9,6,11,13,11,12,14,8,9,9,7,16,9,13,15,23,13,26
15089,Tenango del Aire,2,2,2,,,2,,,,1,2,,,,,2,1,3,,2,,,,1
15090,Tenango del Valle,5,9,4,9,6,6,3,11,11,8,11,13,7,11,9,7,20,11,15,28,22,17,35,28
15091,Teoloyucan,11,12,3,6,12,6,8,9,17,10,11,14,13,5,6,10,16,17,11,11,20,15,31,9
15092,Teotihuacán,17,9,18,13,6,3,3,1,10,8,8,6,7,7,11,5,16,5,5,8,9,2,8,6
15093,Tepetlaoxtoc,3,4,,4,4,1,4,2,2,3,3,3,2,3,4,8,4,,2,3,3,5,4,5
15094,Tepetlixpa,2,2,1,2,,,1,2,2,2,3,3,1,4,2,4,4,4,4,3,2,5,,7
15095,Tepotzotlán,18,13,8,20,9,10,6,16,11,4,12,13,9,12,7,14,15,19,11,13,24,24,21,11
15096,Tequixquiac,2,2,4,6,4,,2,2,,1,6,3,4,6,5,5,,5,6,4,2,2,,4
15097,Texcaltitlán,3,2,3,2,,4,3,,3,5,4,2,2,6,4,6,2,4,4,6,7,9,8,4
15098,Texcalyacac,2,,,,1,,,,,2,3,,,1,2,2,1,1,2,,,,,
15099,Texcoco,46,38,45,20,27,18,31,18,33,31,35,36,30,49,51,38,35,26,45,47,47,60,64,58
15100,Tezoyuca,3,5,5,4,1,1,3,6,1,1,7,3,5,5,3,3,,3,4,5,7,4,1,7
15101,Tianguistenco,8,6,5,2,2,2,1,6,7,9,9,11,8,9,11,12,11,10,14,9,15,21,15,17
15102,Timilpan,4,1,,,1,,1,2,2,2,2,1,2,5,6,4,5,6,6,,2,2,3,2
15103,Tlalmanalco,9,12,9,9,9,2,4,9,8,8,9,8,4,5,7,5,4,14,13,7,11,12,6,10
15104,Tlalnepantla de Baz,180,111,112,94,93,59,50,79,112,101,104,106,98,114,113,142,123,161,168,164,214,240,197,204
15105,Tlatlaya,4,9,7,5,13,20,28,13,14,7,8,8,8,10,8,12,13,13,4,24,23,35,31,34
15106,Toluca,96,104,64,66,60,79,63,108,91,85,100,104,107,125,130,138,165,147,175,199,242,171,220,227
15107,Tonatico,1,2,2,2,3,1,1,3,2,2,3,,1,1,2,3,,3,2,3,2,4,13,2
15108,Tultepec,23,25,20,32,15,15,12,10,12,7,14,13,11,13,24,17,14,18,24,11,10,18,12,12
15109,Tultitlán,93,78,87,68,66,73,35,56,61,53,48,45,41,50,45,67,62,72,78,74,84,71,70,78
15110,Valle de Bravo,24,13,7,5,11,7,6,11,13,10,6,7,11,7,12,14,17,28,30,14,14,15,24,23
15111,Villa de Allende,5,4,2,4,4,7,5,7,6,5,5,2,7,8,6,12,12,13,3,18,20,13,16,14
15112,Villa del Carbón,5,4,2,,3,3,2,4,9,4,2,3,5,10,7,8,8,12,9,3,13,4,6,4
15113,Villa Guerrero,18,23,11,7,9,8,5,3,10,3,5,7,5,8,4,10,9,7,8,8,9,8,10,25
15114,Villa Victoria,13,14,4,10,14,9,8,11,16,7,14,13,14,27,23,15,18,27,16,36,24,32,30,45
15115,Xonacatlán,4,4,4,2,2,5,5,8,4,5,7,2,10,3,6,4,5,8,5,9,12,5,12,6
15116,Zacazonapan,,1,1,,2,1,2,1,1,,,,2,,,1,1,1,1,2,1,2,3,5
15117,Zacualpan,2,6,6,3,3,4,6,2,2,3,4,6,6,1,6,3,14,6,16,8,7,14,14,11
15118,Zinacantepec,18,14,5,13,18,15,4,16,19,15,29,16,13,23,22,27,20,15,22,31,37,32,32,28
15119,Zumpahuacán,3,3,3,2,3,2,5,3,2,6,3,2,,2,2,8,4,4,6,5,4,7,5,7
15120,Zumpango,32,24,21,16,19,15,12,5,19,11,14,5,23,15,17,13,20,19,14,17,14,8,9,11
15121,Cuautitlán Izcalli,89,76,69,46,43,42,24,43,48,38,58,48,62,53,48,52,75,95,80,98,122,109,88,105
15122,Valle de Chalco Solidaridad,95,94,99,62,49,54,41,54,53,69,64,70,47,59,56,53,65,47,56,10,,,,
15123,Luvianos,15,8,4,1,8,11,9,11,12,3,10,10,,,,,,,,,,,,
15124,San José del Rincón,12,6,6,9,16,5,10,11,16,14,5,14,,,,,,,,,,,,
15125,Tonanitla,2,3,3,1,,1,,3,,,,,,,,,,,,,,,,
15996,No especificado,289,233,233,143,163,106,87,93,129,123,102,128,6,3,3,3,1,5,3,6,1,13,6,10
15997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
15998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
16,Michoacán de Ocampo,962,863,888,754,921,674,575,971,687,540,572,543,641,606,671,649,861,1117,1126,1262,1344,1401,1167,1169
16001,Acuitzio,3,4,1,,,,,,1,2,1,2,,2,3,2,,5,2,5,11,1,2,2
16002,Aguililla,13,6,5,14,19,16,9,44,23,17,11,10,13,2,14,15,17,17,14,16,29,23,21,27
16003,Álvaro Obregón,,1,2,1,2,1,1,2,3,1,,1,6,1,,,1,,2,,3,2,3,1
16004,Angamacutiro,4,,,,,,1,3,2,1,2,4,2,3,2,,1,2,,1,1,2,2,2
16005,Angangueo,,1,3,1,2,2,,1,,3,1,2,,1,,1,3,3,1,1,,4,9,5
16006,Apatzingán,102,52,79,44,63,31,19,68,43,35,26,35,41,35,43,32,36,49,53,67,95,79,75,81
16007,Aporo,,,,,2,,,1,2,,,,,,,,,,1,1,2,1,4,2
16008,Aquila,18,7,27,20,15,9,5,10,2,4,10,17,8,8,4,14,16,31,21,37,16,25,12,15
16009,Ario,8,6,5,4,11,3,4,10,13,4,5,5,14,7,10,15,10,22,16,39,37,27,31,44
16010,Arteaga,6,3,10,11,4,5,6,14,7,2,2,4,4,9,11,16,11,6,16,18,32,51,19,13
16011,Briseñas,3,6,4,3,4,2,2,,,,,,,,,,3,2,1,,3,2,1,
16012,Buenavista,34,7,18,9,15,10,5,11,12,16,9,7,14,3,7,9,15,12,18,23,22,21,11,28
16013,Carácuaro,,5,5,,4,3,2,4,1,3,2,1,6,4,3,2,5,7,7,20,20,15,24,10
16014,Coahuayana,7,14,7,9,9,4,4,6,1,8,5,11,5,3,6,7,12,9,6,12,4,8,4,10
16015,Coalcomán de Vázquez Pallares,10,9,4,14,11,13,10,23,9,13,12,6,9,14,9,10,23,18,15,27,14,18,8,6
16016,Coeneo,1,2,2,2,2,1,1,,1,,3,5,6,1,4,2,4,2,4,8,9,2,1,3
16017,Contepec,2,4,1,2,4,2,2,1,2,5,5,1,10,3,1,6,4,5,5,8,6,5,7,4
16018,Copándaro,,1,2,,3,,,1,1,,,,1,,3,1,,2,3,,3,4,,4
16019,Cotija,1,1,4,3,5,4,8,5,4,,8,5,2,6,4,4,8,7,5,8,8,7,3,3
16020,Cuitzeo,1,1,,1,3,2,,3,1,2,1,1,1,3,1,,1,1,4,3,5,5,2,2
16021,Charapan,4,1,1,2,4,1,3,4,9,,,,,,2,,,,1,2,2,2,1,1
16022,Charo,4,6,1,1,1,2,,5,,3,3,3,7,1,1,2,1,5,1,3,3,4,1,3
16023,Chavinda,3,2,1,2,,2,1,2,,3,,1,,,1,,1,1,2,4,,2,1,2
16024,Cherán,2,6,3,2,6,2,1,4,,2,,,,2,1,,1,,1,,1,2,2,2
16025,Chilchota,2,4,3,4,3,4,2,9,1,1,4,4,2,6,1,2,5,1,1,2,5,5,1,3
16026,Chinicuila,6,,2,1,5,1,2,3,4,3,4,2,8,5,,1,10,9,6,11,5,3,10,5
16027,Chucándiro,,,1,,,1,,1,,,,,1,,1,2,2,2,2,1,5,3,3,
16028,Churintzio,,,,,,1,,1,2,,1,3,4,,,,1,2,,,1,1,2,1
16029,Churumuco,6,1,3,1,4,2,3,2,2,1,2,3,1,1,4,1,4,11,18,9,13,24,19,22
16030,Ecuandureo,6,1,4,7,6,3,,8,2,2,,1,1,1,,1,3,3,1,3,2,2,5,1
16031,Epitacio Huerta,1,2,1,1,1,2,1,5,2,1,,,3,1,1,,2,4,2,2,4,2,6,1
16032,Erongarícuaro,,,3,,1,3,,2,,1,,4,1,1,1,,,,1,3,4,1,,2
16033,Gabriel Zamora,7,8,3,2,5,6,4,6,,12,7,4,3,1,3,1,4,5,7,6,11,22,17,10
16034,Hidalgo,21,18,16,7,8,16,10,13,7,7,12,14,15,14,11,27,17,23,29,26,22,31,33,19
16035,La Huacana,9,5,7,9,21,8,5,13,12,10,10,6,10,2,13,20,18,8,23,38,20,33,44,49
16036,Huandacareo,7,,1,,,1,2,,,1,,,,,,,2,,,,2,1,4,1
16037,Huaniqueo,5,1,2,,,2,4,,2,,1,1,3,1,2,1,1,1,3,13,2,,3,
16038,Huetamo,5,12,18,21,21,13,15,38,33,19,17,11,10,13,15,10,21,24,40,13,21,26,18,30
16039,Huiramba,1,1,1,3,2,1,,,,,,1,,,3,,,,2,2,,3,6,4
16040,Indaparapeo,2,1,2,,1,1,1,,2,,,6,1,1,1,,1,1,1,,3,5,1,
16041,Irimbo,,3,,,,,1,,2,,,1,1,4,3,1,,,1,2,,1,1,1
16042,Ixtlán,2,2,2,2,1,,3,2,5,1,3,1,1,,,3,,1,1,6,1,2,2,2
16043,Jacona,5,5,4,10,17,3,7,8,4,1,9,5,6,12,9,5,17,8,18,16,19,16,17,17
16044,Jiménez,2,3,1,1,4,2,,,1,1,,,4,1,1,1,1,1,1,2,3,,1,
16045,Jiquilpan,9,15,9,4,3,1,,8,,4,3,3,3,1,3,6,,5,2,1,4,7,5,7
16046,Juárez,4,1,2,3,4,2,1,,1,1,1,1,1,3,4,2,3,1,3,3,2,8,3,6
16047,Jungapeo,3,4,3,1,3,1,2,3,,,,,1,3,5,2,2,1,7,9,5,3,2,2
16048,Lagunillas,2,,,,,,1,,,,,,,,,,1,1,1,1,,1,1,
16049,Madero,4,,2,6,4,1,6,1,7,1,,5,6,1,12,6,6,15,20,17,26,29,21,23
16050,Maravatío,9,15,2,8,9,8,7,4,3,6,7,1,6,4,4,7,11,18,13,8,5,14,8,9
16051,Marcos Castellanos,2,2,6,5,1,2,4,3,2,1,2,1,2,,,1,,4,,1,1,2,2,1
16052,Lázaro Cárdenas,39,61,61,38,62,82,27,67,45,38,43,30,20,34,46,47,49,65,71,83,68,59,72,57
16053,Morelia,152,112,107,89,126,107,67,70,61,39,48,43,55,53,45,52,79,179,116,117,142,102,96,93
16054,Morelos,,2,1,,1,,,1,2,1,,,1,,,2,2,8,1,1,1,1,1,2
16055,Múgica,11,6,12,11,15,7,6,11,14,14,21,18,15,11,8,9,32,18,17,24,35,35,27,26
16056,Nahuatzen,1,1,2,5,4,2,1,,1,1,1,1,2,,,1,1,1,,3,2,,2,1
16057,Nocupétaro,3,2,6,2,5,3,1,5,6,10,3,5,9,10,3,4,2,7,8,16,8,20,21,10
16058,Nuevo Parangaricutiro,1,2,2,,1,1,2,4,6,1,1,2,1,,2,2,2,,3,10,2,1,6,2
16059,Nuevo Urecho,1,4,1,1,1,,1,3,1,3,,3,6,6,8,5,3,3,7,6,9,6,6,19
16060,Numarán,3,,,4,2,,,,1,2,,1,,3,2,,1,,,2,2,1,2,
16061,Ocampo,2,2,2,,2,3,1,1,3,1,1,5,,3,7,6,2,9,3,3,3,4,5,11
16062,Pajacuarán,6,4,4,,6,,2,1,1,1,3,,,,,2,2,3,,3,3,,3,3
16063,Panindícuaro,3,3,2,2,3,1,4,,1,,2,3,4,,,1,4,,,1,8,2,5,6
16064,Parácuaro,9,2,8,5,4,7,3,9,8,4,15,10,5,5,6,4,6,8,8,8,17,10,8,11
16065,Paracho,2,3,3,7,6,5,4,3,3,1,3,1,,,,2,1,4,,3,3,7,3,2
16066,Pátzcuaro,11,10,14,5,16,8,8,17,7,2,3,8,7,4,10,2,10,14,22,7,17,17,13,10
16067,Penjamillo,1,,,1,2,4,1,4,2,4,6,1,2,1,2,1,4,7,2,,1,7,5,4
16068,Peribán,9,3,6,,2,,3,3,2,,5,3,4,2,1,12,4,4,4,10,3,2,3,4
16069,La Piedad,15,11,17,12,15,7,11,19,16,12,10,10,16,9,5,8,9,10,11,4,10,22,21,12
16070,Purépero,,1,,4,2,2,2,1,1,2,,,1,,1,,1,,1,2,1,3,,1
16071,Puruándiro,20,9,2,9,1,6,10,2,9,3,6,2,6,5,3,11,2,9,1,9,9,10,6,9
16072,Queréndaro,1,3,3,,1,,3,,2,,,1,1,5,1,,2,7,2,4,,2,2,3
16073,Quiroga,10,2,2,4,3,3,3,4,1,1,2,6,1,5,5,4,2,5,3,2,7,2,3,3
16074,Cojumatlán de Régules,,1,5,,1,,1,,1,,,,,1,,1,,,1,,,3,,1
16075,Los Reyes,19,13,9,4,5,12,6,18,10,5,14,15,11,9,9,7,11,18,26,9,26,21,5,9
16076,Sahuayo,15,17,8,5,8,7,10,10,7,3,3,6,3,,3,4,3,4,5,1,7,3,6,10
16077,San Lucas,,11,10,11,8,9,7,6,10,4,5,7,6,3,8,3,7,8,12,7,3,7,11,8
16078,Santa Ana Maya,1,2,,2,2,1,,,,,,,1,,,,3,4,6,1,1,3,1,3
16079,Salvador Escalante,6,16,3,3,1,3,2,8,2,3,3,3,3,8,7,7,12,13,12,7,12,10,5,10
16080,Senguio,2,2,2,,,1,1,1,,,4,,2,2,5,,5,1,6,3,,2,2,6
16081,Susupuato,,4,,1,2,,2,1,3,,1,1,1,1,1,1,1,2,3,9,3,10,7,7
16082,Tacámbaro,9,13,11,3,17,4,19,46,12,15,21,6,17,22,24,13,25,37,29,57,30,25,26,28
16083,Tancítaro,15,13,9,26,13,9,8,1,9,6,6,3,10,7,3,10,10,13,9,10,19,16,12,10
16084,Tangamandapio,1,,4,2,2,2,,,1,1,1,,3,3,4,,1,1,1,6,4,2,1,5
16085,Tangancícuaro,3,3,6,3,4,4,3,5,7,5,6,2,1,,7,6,3,9,1,3,7,3,5,6
16086,Tanhuato,8,11,17,6,2,3,6,5,2,1,,,,3,1,2,2,8,8,,4,4,3,2
16087,Taretan,5,3,2,1,5,1,1,3,4,1,1,4,2,2,2,,1,2,4,3,2,4,,
16088,Tarímbaro,19,10,5,10,3,2,2,2,2,,1,,3,5,3,2,5,5,11,8,10,5,2,7
16089,Tepalcatepec,12,9,5,30,7,4,13,19,17,17,15,14,12,19,31,9,17,12,22,30,12,20,19,19
16090,Tingambato,1,2,1,,1,,,,2,,1,2,3,,1,1,1,2,,1,4,4,1,1
16091,Tingüindín,6,3,1,,2,1,,3,,,,,2,,1,3,6,2,8,3,4,6,3,1
16092,Tiquicheo de Nicolás Romero,2,2,11,4,9,10,1,6,4,10,11,7,4,6,6,9,19,17,29,12,5,19,8,9
16093,Tlalpujahua,,,,4,2,3,2,1,3,5,3,,1,5,3,3,3,5,4,,3,1,3,4
16094,Tlazazalca,1,,3,2,1,2,4,1,1,,1,3,3,5,2,,,2,1,,,9,,2
16095,Tocumbo,1,3,,2,4,2,2,6,3,2,2,,1,2,2,7,2,7,6,7,4,5,2,5
16096,Tumbiscatío,2,,3,7,3,1,2,16,6,9,3,6,7,4,6,4,16,4,5,15,12,19,15,6
16097,Turicato,8,7,7,3,8,3,15,32,20,19,12,15,21,24,28,31,30,35,37,28,53,49,34,57
16098,Tuxpan,3,4,1,1,1,3,,3,,1,2,5,3,9,3,4,3,10,4,6,12,4,5,5
16099,Tuzantla,4,8,10,2,8,2,3,5,4,1,6,1,2,8,7,6,10,8,13,21,16,11,22,13
16100,Tzintzuntzan,,2,1,1,1,,1,1,2,1,1,,,,,,,2,2,1,1,1,,1
16101,Tzitzio,,1,3,1,1,4,6,2,6,2,6,2,6,6,8,4,7,13,14,23,26,14,15,12
16102,Uruapan,79,64,73,78,115,63,75,106,61,47,36,50,60,47,44,47,67,63,62,87,65,118,52,45
16103,Venustiano Carranza,3,11,3,4,2,2,,1,1,4,1,1,,2,4,,2,,8,1,3,3,5,6
16104,Villamar,1,2,1,3,3,3,1,,3,3,2,1,4,4,1,2,,2,,,6,2,5,6
16105,Vista Hermosa,3,10,17,6,3,5,2,3,1,,,1,4,2,1,,1,5,3,3,1,6,5,4
16106,Yurécuaro,27,31,22,16,6,5,4,7,7,3,2,,2,3,5,5,4,,5,,6,4,11,9
16107,Zacapu,9,4,7,10,11,9,6,8,6,4,3,6,2,4,11,7,18,6,11,9,9,9,6,
16108,Zamora,27,39,41,35,31,19,20,44,19,6,14,16,12,20,17,17,11,20,22,29,41,39,28,24
16109,Zináparo,1,,,,,,,1,1,,1,,,,,,1,,1,,,1,,1
16110,Zinapécuaro,5,6,3,2,3,5,1,1,1,4,4,3,5,1,6,4,2,8,8,6,4,9,4,2
16111,Ziracuaretiro,1,2,2,,4,7,8,1,3,1,4,1,,,1,,4,5,3,,1,6,2,4
16112,Zitácuaro,13,40,36,24,27,14,14,20,19,17,9,7,21,25,18,14,19,43,35,34,56,45,40,40
16113,José Sixto Verduzco,3,1,2,,1,,2,,1,2,4,1,3,,4,2,2,2,3,3,1,2,5,3
16996,No especificado,1,1,6,2,1,1,,1,2,,1,2,1,4,2,1,2,3,4,3,8,7,2,3
16997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
16998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
17,Morelos,614,656,420,472,255,218,130,129,139,154,157,171,216,238,310,300,308,352,359,475,503,365,334,368
17001,Amacuzac,7,7,7,3,,6,1,2,1,3,,3,5,3,5,5,1,4,5,5,3,4,5,4
17002,Atlatlahucan,3,8,1,1,3,4,2,,1,,1,1,1,3,1,3,5,2,1,2,6,,2,1
17003,Axochiapan,6,6,1,4,2,8,1,4,3,1,2,5,3,3,4,6,6,1,9,1,3,10,4,7
17004,Ayala,17,15,4,10,8,8,6,10,8,5,7,10,13,22,10,13,16,15,13,40,32,23,20,14
17005,Coatlán del Río,1,5,6,2,1,1,1,3,2,1,3,,1,2,4,3,3,3,1,4,2,1,5,2
17006,Cuautla,51,45,35,35,19,15,8,15,22,14,22,18,21,31,39,34,35,38,34,27,43,25,34,35
17007,Cuernavaca,110,153,108,144,72,34,25,21,26,17,29,33,50,40,73,61,54,68,61,102,116,81,71,94
17008,Emiliano Zapata,30,22,27,29,9,5,5,3,1,6,7,8,7,11,11,8,7,15,16,8,16,12,9,9
17009,Huitzilac,6,5,4,9,3,4,5,3,4,5,,1,3,2,3,2,2,4,2,5,7,1,1,2
17010,Jantetelco,4,4,1,1,3,,2,,,2,,1,2,,1,1,6,2,8,8,3,10,,2
17011,Jiutepec,98,75,31,37,19,32,10,11,15,15,12,14,16,23,24,24,26,27,33,37,42,36,21,15
17012,Jojutla,28,35,11,21,13,2,8,6,4,9,4,4,5,12,5,11,14,13,7,25,20,25,13,12
17013,Jonacatepec,1,2,,3,4,1,,3,1,1,1,1,1,3,7,2,2,,3,7,5,4,,11
17014,Mazatepec,5,4,,,1,1,1,,2,,,1,1,,5,,1,1,3,5,4,1,2,3
17015,Miacatlán,12,9,14,11,6,5,10,5,6,8,4,6,3,6,12,9,6,12,19,19,22,9,12,5
17016,Ocuituco,2,1,1,2,,2,2,1,1,1,4,2,3,3,2,5,1,4,1,7,1,4,5,4
17017,Puente de Ixtla,26,35,14,15,8,10,8,4,1,9,3,4,3,7,7,10,7,18,10,17,17,8,15,21
17018,Temixco,50,62,60,52,17,25,10,5,3,5,13,18,19,12,16,25,27,34,26,44,49,26,27,42
17019,Tepalcingo,1,3,2,1,2,,,1,1,3,2,,1,4,,3,6,,5,4,1,4,4,2
17020,Tepoztlán,7,8,2,12,6,4,3,2,,2,5,,5,6,4,3,5,6,8,3,6,4,3,3
17021,Tetecala,,5,,1,,1,1,4,2,,,1,1,,,2,2,4,4,6,2,4,6,3
17022,Tetela del Volcán,2,2,,,3,,,,1,3,4,3,3,2,5,4,6,7,15,8,10,8,7,7
17023,Tlalnepantla,3,,,,1,1,,1,,1,,,1,,,1,,1,1,,,1,,
17024,Tlaltizapán de Zapata,20,30,13,6,10,8,3,4,4,4,5,7,7,2,11,7,10,9,10,14,7,13,14,10
17025,Tlaquiltenango,10,10,9,5,2,4,1,3,1,3,,2,3,1,7,10,6,5,2,4,3,2,12,3
17026,Tlayacapan,,5,2,,3,,,3,3,4,3,,1,1,1,1,1,3,3,,6,4,,2
17027,Totolapan,1,2,,1,,1,,,1,1,1,2,1,3,1,,2,2,1,2,2,,,1
17028,Xochitepec,43,40,29,26,13,13,7,6,10,6,9,10,5,13,14,13,10,10,18,14,16,8,3,12
17029,Yautepec,37,20,18,25,16,17,9,5,8,12,5,6,21,11,26,19,22,27,26,33,37,21,28,23
17030,Yecapixtla,5,5,9,6,5,2,,1,5,8,6,4,3,6,4,8,8,3,5,5,10,3,6,6
17031,Zacatepec,21,29,7,9,5,4,,3,1,4,4,4,5,5,4,5,8,5,6,6,8,6,4,4
17032,Zacualpan,,,,,,,,,,1,1,1,,,,,2,2,,,1,1,1,2
