Area Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,
,,Población ocupada de 12 y más,,,,,,,,
,,Población ocupada de 12 años y más (Personas),,,,,,,,
,,Disciplina académica,,Tamaño localidad 15 tam,,,,,,
Clave,Nombre,Total,Medicina,Total,"Menos de 2,500 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas
20377,Santa Cruz Itundujia,1882,2,1882,1882,,,,,
20378,Santa Cruz Mixtepec,1110,2,1110,1110,,,,,
20379,Santa Cruz Nundaco,422,,422,422,,,,,
20380,Santa Cruz Papalutla,455,,455,455,,,,,
20381,Santa Cruz Tacache de Mina,443,2,443,443,,,,,
20382,Santa Cruz Tacahua,275,,275,275,,,,,
20383,Santa Cruz Tayata,135,,135,135,,,,,
20384,Santa Cruz Xitla,1140,,1140,180,960,,,,
20385,Santa Cruz Xoxocotlán,8798,53,8798,1103,,7695,,,
20386,Santa Cruz Zenzontepec,2880,,2880,2880,,,,,
20387,Santa Gertrudis,822,4,822,328,494,,,,
20388,Santa Inés del Monte,391,,391,391,,,,,
20389,Santa Inés Yatzeche,293,,293,293,,,,,
20390,Santa Lucía del Camino,9415,103,9415,405,,9010,,,
20391,Santa Lucía Miahuatlán,668,,668,668,,,,,
20392,Santa Lucía Monteverde,1203,,1203,1203,,,,,
20393,Santa Lucía Ocotlán,614,,614,7,607,,,,
20394,Santa María Alotepec,704,,704,704,,,,,
20395,Santa María Apazco,556,,556,556,,,,,
20396,Santa María la Asunción,853,,853,853,,,,,
20397,Heroica Ciudad de Tlaxiaco,5208,26,5208,2605,2603,,,,
20398,Ayoquezco de Aldama,1222,,1222,102,1120,,,,
20399,Santa María Atzompa,2074,1,2074,613,1461,,,,
20400,Santa María Camotlán,252,,252,252,,,,,
20401,Santa María Colotepec,3385,2,3385,1906,1479,,,,
20402,Santa María Cortijo,244,2,244,244,,,,,
20403,Santa María Coyotepec,248,1,248,248,,,,,
20404,Santa María Chachoápam,177,,177,177,,,,,
20405,Villa de Chilapa de Díaz,300,3,300,300,,,,,
20406,Santa María Chilchotla,4891,1,4891,4891,,,,,
20407,Santa María Chimalapa,1449,1,1449,1449,,,,,
20408,Santa María del Rosario,98,,98,98,,,,,
20409,Santa María del Tule,2083,29,2083,81,2002,,,,
20410,Santa María Ecatepec,760,1,760,760,,,,,
20411,Santa María Guelacé,176,,176,176,,,,,
20412,Santa María Guienagati,569,,569,569,,,,,
20413,Santa María Huatulco,3969,18,3969,2806,1163,,,,
20414,Santa María Huazolotitlán,2335,4,2335,1181,1154,,,,
20415,Santa María Ipalapa,953,1,953,953,,,,,
20416,Santa María Ixcatlán,195,,195,195,,,,,
20417,Santa María Jacatepec,1926,1,1926,1926,,,,,
20418,Santa María Jalapa del Marqués,2191,8,2191,541,1650,,,,
20419,Santa María Jaltianguis,211,1,211,211,,,,,
20420,Santa María Lachixío,162,1,162,162,,,,,
20421,Santa María Mixtequilla,824,4,824,48,776,,,,
20422,Santa María Nativitas,83,,83,83,,,,,
20423,Santa María Nduayaco,208,,208,208,,,,,
20424,Santa María Ozolotepec,1109,,1109,1109,,,,,
20425,Santa María Pápalo,448,,448,448,,,,,
20426,Santa María Peñoles,932,,932,932,,,,,
20427,Santa María Petapa,2771,4,2771,1281,1490,,,,
20428,Santa María Quiegolani,351,,351,351,,,,,
20429,Santa María Sola,332,,332,332,,,,,
20430,Santa María Tataltepec,84,,84,84,,,,,
20431,Santa María Tecomavaca,470,,470,470,,,,,
20432,Santa María Temaxcalapa,220,,220,220,,,,,
20433,Santa María Temaxcaltepec,40,,40,40,,,,,
20434,Santa María Teopoxco,997,,997,997,,,,,
20435,Santa María Tepantlali,630,,630,630,,,,,
20436,Santa María Texcatitlán,532,1,532,532,,,,,
20437,Santa María Tlahuitoltepec,1807,3,1807,1807,,,,,
20438,Santa María Tlalixtac,424,,424,424,,,,,
20439,Santa María Tonameca,3189,2,3189,3189,,,,,
20440,Santa María Totolapilla,236,,236,236,,,,,
20441,Santa María Xadani,1168,,1168,41,1127,,,,
20442,Santa María Yalina,96,,96,96,,,,,
20443,Santa María Yavesía,170,,170,170,,,,,
20444,Santa María Yolotepec,119,,119,119,,,,,
20445,Santa María Yosoyúa,265,,265,265,,,,,
20446,Santa María Yucuhiti,1474,,1474,1474,,,,,
20447,Santa María Zacatepec,2800,2,2800,2157,643,,,,
20448,Santa María Zaniza,263,,263,263,,,,,
20449,Santa María Zoquitlán,1121,1,1121,1121,,,,,
20450,Santiago Amoltepec,1828,,1828,1828,,,,,
20451,Santiago Apoala,331,,331,331,,,,,
20452,Santiago Apóstol,1037,,1037,,1037,,,,
20453,Santiago Astata,474,,474,474,,,,,
20454,Santiago Atitlán,520,,520,520,,,,,
20455,Santiago Ayuquililla,491,1,491,491,,,,,
20456,Santiago Cacaloxtepec,227,,227,227,,,,,
20457,Santiago Camotlán,843,,843,843,,,,,
20458,Santiago Comaltepec,317,,317,317,,,,,
20459,Santiago Chazumba,1103,4,1103,1103,,,,,
20460,Santiago Choápam,1147,,1147,1147,,,,,
20461,Santiago del Río,206,1,206,206,,,,,
20462,Santiago Huajolotitlán,1106,,1106,1106,,,,,
20463,Santiago Huauclilla,305,,305,305,,,,,
20464,Santiago Ihuitlán Plumas,133,,133,133,,,,,
20465,Santiago Ixcuintepec,297,,297,297,,,,,
20466,Santiago Ixtayutla,1869,,1869,1869,,,,,
20467,Santiago Jamiltepec,3979,3,3979,2040,1939,,,,
20468,Santiago Jocotepec,2221,,2221,2221,,,,,
20469,Santiago Juxtlahuaca,5711,9,5711,4423,1288,,,,
20470,Santiago Lachiguiri,1959,1,1959,1959,,,,,
20471,Santiago Lalopa,148,,148,148,,,,,
20472,Santiago Laollaga,802,1,802,802,,,,,
20473,Santiago Laxopa,384,,384,384,,,,,
20474,Santiago Llano Grande,648,1,648,648,,,,,
20475,Santiago Matatlán,1804,2,1804,561,1243,,,,
20476,Santiago Miltepec,90,,90,90,,,,,
20477,Santiago Minas,368,,368,368,,,,,
20478,Santiago Nacaltepec,918,,918,918,,,,,
20479,Santiago Nejapilla,73,,73,73,,,,,
20480,Santiago Nundiche,262,,262,262,,,,,
20481,Santiago Nuyoó,597,1,597,597,,,,,
20482,Santiago Pinotepa Nacional,9540,32,9540,4372,,5168,,,
20483,Santiago Suchilquitongo,1517,3,1517,421,1096,,,,
20484,Santiago Tamazola,337,1,337,337,,,,,
20485,Santiago Tapextla,702,,702,702,,,,,
20486,Villa Tejúpam de la Unión,461,1,461,461,,,,,
20487,Santiago Tenango,415,,415,415,,,,,
20488,Santiago Tepetlapa,45,,45,45,,,,,
20489,Santiago Tetepec,1082,,1082,1082,,,,,
20490,Santiago Texcalcingo,568,,568,568,,,,,
20491,Santiago Textitlán,535,,535,535,,,,,
20492,Santiago Tilantongo,1020,,1020,1020,,,,,
20493,Santiago Tillo,120,,120,120,,,,,
20494,Santiago Tlazoyaltepec,615,,615,615,,,,,
20495,Santiago Xanica,797,1,797,797,,,,,
20496,Santiago Xiacuí,487,,487,487,,,,,
20497,Santiago Yaitepec,302,,302,302,,,,,
20498,Santiago Yaveo,1686,,1686,1686,,,,,
20499,Santiago Yolomécatl,437,1,437,437,,,,,
20500,Santiago Yosondúa,1922,,1922,1922,,,,,
20501,Santiago Yucuyachi,72,,72,72,,,,,
20502,Santiago Zacatepec,1427,2,1427,1427,,,,,
20503,Santiago Zoochila,91,,91,91,,,,,
20504,Nuevo Zoquiápam,447,,447,447,,,,,
20505,Santo Domingo Ingenio,1763,2,1763,414,1349,,,,
20506,Santo Domingo Albarradas,258,,258,258,,,,,
20507,Santo Domingo Armenta,909,2,909,149,760,,,,
20508,Santo Domingo Chihuitán,366,1,366,366,,,,,
20509,Santo Domingo de Morelos,1124,,1124,1124,,,,,
20510,Santo Domingo Ixcatlán,171,,171,171,,,,,
20511,Santo Domingo Nuxaá,583,,583,583,,,,,
20512,Santo Domingo Ozolotepec,203,,203,203,,,,,
20513,Santo Domingo Petapa,1800,3,1800,910,890,,,,
20514,Santo Domingo Roayaga,182,,182,182,,,,,
20515,Santo Domingo Tehuantepec,11353,57,11353,2613,,8740,,,
20516,Santo Domingo Teojomulco,851,,851,851,,,,,
20517,Santo Domingo Tepuxtepec,1104,,1104,1104,,,,,
20518,Santo Domingo Tlatayápam,47,,47,47,,,,,
20519,Santo Domingo Tomaltepec,542,,542,542,,,,,
20520,Santo Domingo Tonalá,1205,6,1205,597,608,,,,
20521,Santo Domingo Tonaltepec,42,,42,42,,,,,
20522,Santo Domingo Xagacía,298,,298,298,,,,,
20523,Santo Domingo Yanhuitlán,477,2,477,477,,,,,
20524,Santo Domingo Yodohino,39,,39,39,,,,,
20525,Santo Domingo Zanatepec,2444,6,2444,923,1521,,,,
20526,Santos Reyes Nopala,2608,4,2608,1884,724,,,,
20527,Santos Reyes Pápalo,598,,598,598,,,,,
20528,Santos Reyes Tepejillo,256,1,256,256,,,,,
20529,Santos Reyes Yucuná,186,,186,186,,,,,
20530,Santo Tomás Jalieza,682,,682,682,,,,,
20531,Santo Tomás Mazaltepec,595,,595,595,,,,,
20532,Santo Tomás Ocotepec,1091,,1091,1091,,,,,
20533,Santo Tomás Tamazulapan,444,,444,444,,,,,
20534,San Vicente Coatlán,735,1,735,58,677,,,,
20535,San Vicente Lachixío,379,,379,379,,,,,
20536,San Vicente Nuñú,156,,156,156,,,,,
20537,Silacayoápam,1863,6,1863,1863,,,,,
20538,Sitio de Xitlapehua,208,,208,208,,,,,
20539,Soledad Etla,888,,888,888,,,,,
20540,Villa de Tamazulápam del Progreso,1243,4,1243,155,1088,,,,
20541,Tanetze de Zaragoza,690,1,690,690,,,,,
20542,Taniche,238,,238,238,,,,,
20543,Tataltepec de Valdés,1294,,1294,1294,,,,,
20544,Teococuilco de Marcos Pérez,223,,223,223,,,,,
20545,Teotitlán de Flores Magón,1793,5,1793,333,1460,,,,
20546,Teotitlán del Valle,1264,1,1264,166,1098,,,,
20547,Teotongo,295,,295,295,,,,,
20548,Tepelmeme Villa de Morelos,241,1,241,241,,,,,
20549,Tezoatlán de Segura y Luna,3403,5,3403,3403,,,,,
20550,San Jerónimo Tlacochahuaya,1071,1,1071,1071,,,,,
20551,Tlacolula de Matamoros,3368,24,3368,730,2638,,,,
20552,Tlacotepec Plumas,89,,89,89,,,,,
20553,Tlalixtac de Cabrera,1193,5,1193,59,1134,,,,
20554,Totontepec Villa de Morelos,1394,1,1394,1394,,,,,
20555,Trinidad Zaachila,713,,713,713,,,,,
20556,La Trinidad Vista Hermosa,80,,80,80,,,,,
20557,Unión Hidalgo,2870,8,2870,3,2867,,,,
20558,Valerio Trujano,387,,387,387,,,,,
20559,San Juan Bautista Valle Nacional,5331,5,5331,4003,1328,,,,
20560,Villa Díaz Ordaz,1702,,1702,923,779,,,,
20561,Yaxe,487,,487,487,,,,,
20562,Magdalena Yodocono de Porfirio Díaz,200,1,200,200,,,,,
20563,Yogana,367,,367,367,,,,,
20564,Yutanduchi de Guerrero,593,,593,593,,,,,
20565,Villa de Zaachila,2923,10,2923,263,2660,,,,
20566,San Mateo Yucutindó,577,1,577,577,,,,,
20567,Zapotitlán Lagunas,425,1,425,425,,,,,
20568,Zapotitlán Palmas,153,,153,153,,,,,
20569,Santa Inés de Zaragoza,481,,481,481,,,,,
20570,Zimatlán de Álvarez,3878,15,3878,1623,2255,,,,
20901,Silacayoapam,,,,,,,,,
20902,Huajuapam,,,,,,,,,
20903,Coixtlahuaca,,,,,,,,,
20904,Teotitlán,,,,,,,,,
20905,Cuicatlán,,,,,,,,,
20906,Tuxtepec,,,,,,,,,
20907,Choapam,,,,,,,,,
20908,Juxtlahuaca,,,,,,,,,
20909,Teposcolula,,,,,,,,,
20910,Nochixtlán,,,,,,,,,
20911,Etla,,,,,,,,,
20912,Benemerito Distrito de Ixtlán de Juárez,,,,,,,,,
20913,Villa Alta,,,,,,,,,
20914,Mixe,,,,,,,,,
20915,Putla,,,,,,,,,
20916,Tlaxiaco,,,,,,,,,
20917,Zaachila,,,,,,,,,
20918,Zimatlán,,,,,,,,,
20919,Centro,,,,,,,,,
20920,Tlacolula,,,,,,,,,
20921,Jamiltepec,,,,,,,,,
20922,Juquila,,,,,,,,,
20923,Sola de Vega,,,,,,,,,
20924,Ejutla,,,,,,,,,
20925,Ocotlán,,,,,,,,,
20926,Miahuatlán,,,,,,,,,
20927,Yautepec,,,,,,,,,
20928,Tehuantepec,,,,,,,,,
20929,Juchitán,,,,,,,,,
20930,Pochutla,,,,,,,,,
20996,No especificado,,,,,,,,,
20997,Otros estados,,,,,,,,,
21,Puebla,1084316,8212,1084316,348728,236184,143666,42612,313126,
21001,Acajete,9084,12,9084,724,8360,,,,
21002,Acateno,2522,6,2522,1711,811,,,,
21003,Acatlán,5185,32,5185,2251,2934,,,,
21004,Acatzingo,7877,28,7877,1603,2194,4080,,,
21005,Acteopan,974,,974,974,,,,,
21006,Ahuacatlán,3005,1,3005,3005,,,,,
21007,Ahuatlán,414,,414,414,,,,,
21008,Ahuazotepec,1768,,1768,1768,,,,,
21009,Ahuehuetitla,216,3,216,216,,,,,
21010,Ajalpan,9870,23,9870,5302,,4568,,,
21011,Albino Zertuche,112,,112,112,,,,,
21012,Aljojuca,1749,2,1749,738,1011,,,,
21013,Altepexi,3641,6,3641,34,3607,,,,
21014,Amixtlán,1035,,1035,1035,,,,,
21015,Amozoc,8944,36,8944,394,1914,6636,,,
21016,Aquixtla,1774,2,1774,1774,,,,,
21017,Atempan,3012,6,3012,2113,899,,,,
21018,Atexcal,771,1,771,771,,,,,
21019,Atlixco,28232,196,28232,5412,1926,20894,,,
21020,Atoyatempan,1034,6,1034,22,1012,,,,
21021,Atzala,238,,238,238,,,,,
21022,Atzitzihuacán,2184,3,2184,1062,1122,,,,
21023,Atzitzintla,1679,3,1679,990,689,,,,
21024,Axutla,304,1,304,304,,,,,
21025,Ayotoxco de Guerrero,1656,6,1656,1656,,,,,
21026,Calpan,2353,6,2353,106,2247,,,,
21027,Caltepec,1031,1,1031,1031,,,,,
21028,Camocuautla,549,,549,549,,,,,
21029,Caxhuacan,817,,817,61,756,,,,
21030,Coatepec,278,,278,278,,,,,
21031,Coatzingo,738,1,738,130,608,,,,
21032,Cohetzala,267,,267,267,,,,,
21033,Cohuecan,874,,874,874,,,,,
21034,Coronango,4940,19,4940,,4940,,,,
21035,Coxcatlán,4093,10,4093,1851,2242,,,,
21036,Coyomeapan,2434,,2434,2434,,,,,
21037,Coyotepec,568,1,568,568,,,,,
21038,Cuapiaxtla de Madero,1076,,1076,188,888,,,,
21039,Cuautempan,1850,1,1850,1182,668,,,,
21040,Cuautinchán,1161,,1161,1161,,,,,
21041,Cuautlancingo,7321,24,7321,199,7122,,,,
21042,Cuayuca de Andrade,702,1,702,702,,,,,
21043,Cuetzalan del Progreso,9443,14,9443,8175,1268,,,,
21044,Cuyoaco,2691,3,2691,2148,543,,,,
21045,Chalchicomula de Sesma,8862,31,8862,3721,593,4548,,,
21046,Chapulco,948,2,948,151,797,,,,
21047,Chiautla,3201,18,3201,778,2423,,,,
21048,Chiautzingo,3569,3,3569,1595,1974,,,,
21049,Chiconcuautla,2801,,2801,2801,,,,,
21050,Chichiquila,4245,1,4245,4245,,,,,
21051,Chietla,7837,19,7837,2747,5090,,,,
21052,Chigmecatitlán,360,,360,360,,,,,
21053,Chignahuapan,10968,22,10968,8039,2929,,,,
21054,Chignautla,3598,3,3598,1992,1606,,,,
21055,Chila,960,1,960,960,,,,,
21056,Chila de la Sal,181,1,181,181,,,,,
21057,Honey,1497,2,1497,1497,,,,,
21058,Chilchotla,4071,4,4071,3140,931,,,,
21059,Chinantla,470,5,470,470,,,,,
21060,Domingo Arenas,1038,1,1038,,1038,,,,
21061,Eloxochitlán,1944,,1944,1944,,,,,
21062,Epatlán,849,,849,849,,,,,
21063,Esperanza,2911,11,2911,1390,1521,,,,
21064,Francisco Z. Mena,4254,7,4254,3271,983,,,,
21065,General Felipe Ángeles,2841,2,2841,419,2422,,,,
21066,Guadalupe,1092,4,1092,1092,,,,,
21067,Guadalupe Victoria,3265,9,3265,1534,1731,,,,
21068,Hermenegildo Galeana,2031,1,2031,2031,,,,,
21069,Huaquechula,5916,8,5916,3673,2243,,,,
21070,Huatlatlauca,2222,4,2222,2222,,,,,
21071,Huauchinango,19381,88,19381,6144,1893,11344,,,
21072,Huehuetla,4104,3,4104,4104,,,,,
21073,Huehuetlán el Chico,1532,6,1532,162,1370,,,,
21074,Huejotzingo,9999,50,9999,2735,2986,4278,,,
21075,Hueyapan,1539,1,1539,845,694,,,,
21076,Hueytamalco,6909,10,6909,5915,994,,,,
21077,Hueytlalpan,1410,,1410,1410,,,,,
21078,Huitzilan de Serdán,2428,,2428,1520,908,,,,
21079,Huitziltepec,791,2,791,791,,,,,
21080,Atlequizayan,669,,669,669,,,,,
21081,Ixcamilpa de Guerrero,638,,638,638,,,,,
21082,Ixcaquixtla,1243,7,1243,471,772,,,,
21083,Ixtacamaxtitlán,7057,1,7057,7057,,,,,
21084,Ixtepec,1303,2,1303,318,985,,,,
21085,Izúcar de Matamoros,14629,79,14629,2672,3217,8740,,,
21086,Jalpan,2852,,2852,2852,,,,,
21087,Jolalpan,1821,3,1821,1150,671,,,,
21088,Jonotla,1235,,1235,1235,,,,,
21089,Jopala,2886,1,2886,1443,1443,,,,
21090,Juan C. Bonilla,2593,4,2593,,2593,,,,
21091,Juan Galindo,1716,13,1716,202,1514,,,,
21092,Juan N. Méndez,1086,1,1086,1086,,,,,
21093,Lafragua,3169,1,3169,2469,700,,,,
21094,Libres,4732,17,4732,2471,2261,,,,
21095,La Magdalena Tlatlauquitepec,222,,222,222,,,,,
21096,Mazapiltepec de Juárez,524,,524,524,,,,,
21097,Mixtla,357,1,357,357,,,,,
21098,Molcaxac,887,5,887,887,,,,,
21099,Cañada Morelos,3540,3,3540,2195,1345,,,,
21100,Naupan,2479,1,2479,2479,,,,,
21101,Nauzontla,941,2,941,941,,,,,
21102,Nealtican,1911,2,1911,,1911,,,,
21103,Nicolás Bravo,690,,690,690,,,,,
21104,Nopalucan,3163,3,3163,1307,1856,,,,
21105,Ocotepec,959,,959,959,,,,,
21106,Ocoyucan,3928,7,3928,1023,2905,,,,
21107,Olintla,2975,1,2975,2300,675,,,,
21108,Oriental,2721,7,2721,908,1813,,,,
21109,Pahuatlán,4196,4,4196,2424,1772,,,,
21110,Palmar de Bravo,6087,9,6087,1971,4116,,,,
21111,Pantepec,4015,9,4015,3158,857,,,,
21112,Petlalcingo,1851,3,1851,1391,460,,,,
21113,Piaxtla,995,5,995,995,,,,,
21114,Puebla,325769,5910,325769,3582,9061,,,313126,
21115,Quecholac,7069,10,7069,1720,5349,,,,
21116,Quimixtlán,4436,1,4436,4436,,,,,
21117,Rafael Lara Grajales,2813,15,2813,670,2143,,,,
21118,Los Reyes de Juárez,3352,8,3352,266,3086,,,,
21119,San Andrés Cholula,10274,38,10274,466,5026,4782,,,
21120,San Antonio Cañada,754,1,754,754,,,,,
21121,San Diego la Mesa Tochimiltzingo,288,,288,288,,,,,
21122,San Felipe Teotlalcingo,1767,5,1767,645,1122,,,,
21123,San Felipe Tepatlán,1378,,1378,1378,,,,,
21124,San Gabriel Chilac,2561,5,2561,246,2315,,,,
21125,San Gregorio Atzompa,1405,6,1405,,1405,,,,
21126,San Jerónimo Tecuanipan,999,2,999,999,,,,,
21127,San Jerónimo Xayacatlán,618,,618,618,,,,,
21128,San José Chiapa,1337,1,1337,480,857,,,,
21129,San José Miahuatlán,2309,,2309,995,1314,,,,
21130,San Juan Atenco,858,1,858,858,,,,,
21131,San Juan Atzompa,184,,184,184,,,,,
21132,San Martín Texmelucan,24926,162,24926,1179,3442,20305,,,
21133,San Martín Totoltepec,139,1,139,139,,,,,
21134,San Matías Tlalancaleca,3250,5,3250,1196,2054,,,,
21135,San Miguel Ixitlán,161,,161,161,,,,,
21136,San Miguel Xoxtla,1710,7,1710,,1710,,,,
21137,San Nicolás Buenos Aires,1842,,1842,990,852,,,,
21138,San Nicolás de los Ranchos,2310,3,2310,,2310,,,,
21139,San Pablo Anicano,384,,384,384,,,,,
21140,San Pedro Cholula,21325,185,21325,,6300,15025,,,
21141,San Pedro Yeloixtlahuaca,522,4,522,522,,,,,
21142,San Salvador el Seco,5170,9,5170,815,4355,,,,
21143,San Salvador el Verde,4403,8,4403,2147,2256,,,,
21144,San Salvador Huixcolotla,1660,5,1660,52,1608,,,,
21145,San Sebastián Tlacotepec,2788,,2788,2788,,,,,
21146,Santa Catarina Tlaltempan,185,,185,185,,,,,
21147,Santa Inés Ahuatempan,1461,6,1461,496,965,,,,
21148,Santa Isabel Cholula,1872,1,1872,1872,,,,,
21149,Santiago Miahuatlán,2598,4,2598,228,2370,,,,
21150,Huehuetlán el Grande,1630,4,1630,1630,,,,,
21151,Santo Tomás Hueyotlipan,1268,2,1268,405,863,,,,
21152,Soltepec,2699,1,2699,1249,1450,,,,
21153,Tecali de Herrera,3324,2,3324,1709,1615,,,,
21154,Tecamachalco,10056,54,10056,3144,2369,4543,,,
21155,Tecomatlán,989,4,989,989,,,,,
21156,Tehuacán,46768,268,46768,2668,1488,,42612,,
21157,Tehuitzingo,2025,5,2025,1044,981,,,,
21158,Tenampulco,1970,5,1970,1970,,,,,
21159,Teopantlán,1301,,1301,1301,,,,,
21160,Teotlalco,575,2,575,575,,,,,
21161,Tepanco de López,3083,3,3083,2061,1022,,,,
21162,Tepango de Rodríguez,908,1,908,87,821,,,,
21163,Tepatlaxco de Hidalgo,2925,7,2925,36,2889,,,,
21164,Tepeaca,11669,73,11669,4442,2706,4521,,,
21165,Tepemaxalco,297,,297,297,,,,,
21166,Tepeojuma,1998,1,1998,1023,975,,,,
21167,Tepetzintla,1623,,1623,1623,,,,,
21168,Tepexco,1064,,1064,330,734,,,,
21169,Tepexi de Rodríguez,2507,10,2507,1717,790,,,,
21170,Tepeyahualco,3620,5,3620,3620,,,,,
21171,Tepeyahualco de Cuauhtémoc,569,1,569,569,,,,,
21172,Tetela de Ocampo,6199,13,6199,6199,,,,,
21173,Teteles de Avila Castillo,987,4,987,151,836,,,,
21174,Teziutlán,19831,113,19831,4779,525,14527,,,
21175,Tianguismanalco,2118,6,2118,991,1127,,,,
21176,Tilapa,1635,1,1635,1635,,,,,
21177,Tlacotepec de Benito Juárez,6971,17,6971,3107,3864,,,,
21178,Tlacuilotepec,4466,2,4466,4466,,,,,
21179,Tlachichuca,6200,11,6200,4161,2039,,,,
21180,Tlahuapan,5979,5,5979,4730,1249,,,,
21181,Tlaltenango,868,2,868,,868,,,,
21182,Tlanepantla,664,2,664,,664,,,,
21183,Tlaola,4283,1,4283,4283,,,,,
21184,Tlapacoya,1530,,1530,1530,,,,,
21185,Tlapanalá,1570,4,1570,847,723,,,,
21186,Tlatlauquitepec,10486,21,10486,8464,2022,,,,
21187,Tlaxco,1678,2,1678,1678,,,,,
21188,Tochimilco,3150,2,3150,2734,416,,,,
21189,Tochtepec,3155,11,3155,536,2619,,,,
21190,Totoltepec de Guerrero,248,,248,248,,,,,
21191,Tulcingo,1182,5,1182,580,602,,,,
21192,Tuzamapan de Galeana,1531,2,1531,1531,,,,,
21193,Tzicatlacoyan,1437,1,1437,1437,,,,,
21194,Venustiano Carranza,5463,12,5463,1480,3983,,,,
21195,Vicente Guerrero,4182,,4182,4182,,,,,
21196,Xayacatlán de Bravo,141,,141,141,,,,,
21197,Xicotepec,15892,52,15892,5215,2048,8629,,,
21198,Xicotlán,206,,206,206,,,,,
21199,Xiutetelco,6307,1,6307,3972,2335,,,,
21200,Xochiapulco,955,1,955,955,,,,,
21201,Xochiltepec,696,,696,696,,,,,
21202,Xochitlán de Vicente Suárez,2721,4,2721,1856,865,,,,
21203,Xochitlán Todos Santos,1037,3,1037,142,895,,,,
21204,Yaonáhuac,1368,1,1368,672,696,,,,
21205,Yehualtepec,3359,4,3359,219,3140,,,,
21206,Zacapala,912,2,912,912,,,,,
21207,Zacapoaxtla,10135,20,10135,5832,4303,,,,
21208,Zacatlán,14929,36,14929,8683,,6246,,,
21209,Zapotitlán,2122,1,2122,2122,,,,,
21210,Zapotitlán de Méndez,1371,4,1371,1371,,,,,
21211,Zaragoza,2750,12,2750,789,1961,,,,
21212,Zautla,3231,5,3231,2424,807,,,,
21213,Zihuateutla,3009,2,3009,3009,,,,,
21214,Zinacatepec,3102,8,3102,,3102,,,,
21215,Zongozotla,1139,2,1139,,1139,,,,
21216,Zoquiapan,673,,673,673,,,,,
21217,Zoquitlán,4143,2,4143,4143,,,,,
21996,No especificado,,,,,,,,,
21997,Otros estados,,,,,,,,,
21998,Otros municipios,,,,,,,,,
22,Querétaro,288994,1496,288994,98829,35970,31779,122416,,
22001,Amealco de Bonfil,10971,12,10971,8881,2090,,,,
22002,Pinal de Amoles,5781,1,5781,5781,,,,,
22003,Arroyo Seco,2634,5,2634,2634,,,,,
22004,Cadereyta de Montes,10432,15,10432,8154,2278,,,,
22005,Colón,8971,8,8971,6786,2185,,,,
22006,Corregidora,11736,34,11736,4219,1076,6441,,,
22007,Ezequiel Montes,5430,12,5430,1779,3651,,,,
22008,Huimilpan,5562,8,5562,4963,599,,,,
22009,Jalpan de Serra,4303,19,4303,2892,1411,,,,
22010,Landa de Matamoros,4026,4,4026,4026,,,,,
22011,El Marqués,13713,12,13713,9170,4543,,,,
22012,Pedro Escobedo,9874,16,9874,4654,5220,,,,
22013,Peñamiller,3262,3,3262,3262,,,,,
22014,Querétaro,139934,1172,139934,10727,6791,,122416,,
22015,San Joaquín,1385,4,1385,1385,,,,,
22016,San Juan del Río,36163,142,36163,12630,4150,19383,,,
22017,Tequisquiapan,11222,24,11222,3824,1443,5955,,,
22018,Tolimán,3595,5,3595,3062,533,,,,
22996,No especificado,,,,,,,,,
22997,Otros estados,,,,,,,,,
23,Quintana Roo,163190,775,163190,36423,19720,43871,63176,,
23001,Cozumel,16614,72,16614,2640,1194,12780,,,
23002,Felipe Carrillo Puerto,12529,30,12529,7264,5265,,,,
23003,Isla Mujeres,4034,10,4034,1489,2545,,,,
23004,Othón P. Blanco,51851,321,51851,13919,6841,31091,,,
23005,Benito Juárez,67104,324,67104,2984,944,,63176,,
23006,José María Morelos,6639,7,6639,4986,1653,,,,
23007,Lázaro Cárdenas,4419,11,4419,3141,1278,,,,
23008,Solidaridad,,,,,,,,,
23009,Tulum,,,,,,,,,
23010,Bacalar,,,,,,,,,
23996,No especificado,,,,,,,,,
23997,Otros estados,,,,,,,,,
23998,Otros municipios,,,,,,,,,
24,San Luis Potosí,529016,2275,529016,207957,57624,70894,192541,,
24001,Ahualulco,3503,2,3503,2908,595,,,,
24002,Alaquines,2056,2,2056,2056,,,,,
24003,Aquismón,8733,5,8733,8733,,,,,
24004,Armadillo de los Infante,1314,1,1314,1314,,,,,
24005,Cárdenas,4255,20,4255,933,3322,,,,
24006,Catorce,2846,6,2846,2846,,,,,
24007,Cedral,3699,4,3699,1970,1729,,,,
24008,Cerritos,5215,21,5215,2033,3182,,,,
24009,Cerro de San Pedro,552,,552,552,,,,,
24010,Ciudad del Maíz,10272,17,10272,6709,3563,,,,
24011,Ciudad Fernández,7797,19,7797,2804,,4993,,,
24012,Tancanhuitz,4856,8,4856,3999,857,,,,
24013,Ciudad Valles,38046,205,38046,9697,819,27530,,,
24014,Coxcatlán,4269,1,4269,4269,,,,,
24015,Charcas,5370,14,5370,2779,2591,,,,
24016,Ebano,9575,34,9575,1532,1920,6123,,,
24017,Guadalcázar,6500,2,6500,6500,,,,,
24018,Huehuetlán,3403,4,3403,3403,,,,,
24019,Lagunillas,1610,3,1610,1610,,,,,
